[66, 0.142, 262, 4, 20]
[69, 0.042, 172, 4, 16]
[71, 0.07, 253, 4, 16]
[70, 0.107, 172, 4, 16]
[72, 0.046, 253, 4, 16]
[74, 0.39, 877, 4, 28]
[62, 1.012, 949, 4, 52]
[75, 0.134, 112, 4, 28]
[76, 0.074, 112, 4, 16]
[73, 0.708, 652, 4, 28]
[77, 0.175, 70, 4, 24]
[78, 0.197, 58, 3, 37]
[79, 0.139, 82, 3, 23]
[80, 0.174, 112, 3, 23]
[83, 0.191, 112, 4, 28]
[81, 0.334, 58, 3, 37]
[82, 0.44, 124, 4, 42]
[85, 0.22, 112, 4, 28]
[84, 0.281, 112, 4, 28]
[68, 1.593, 952, 4, 48]
[86, 0.161, 112, 4, 28]
[88, 0.105, 154, 4, 28]
[90, 0.073, 112, 4, 16]
[89, 0.116, 154, 4, 28]
[92, 0.068, 112, 4, 16]
[94, 0.052, 154, 4, 16]
[91, 0.179, 112, 4, 16]
[87, 0.313, 160, 4, 38]
[93, 0.165, 196, 4, 20]
[95, 0.076, 184, 4, 20]
[96, 0.08, 154, 4, 16]
[99, 0.061, 49, 3, 16]
[98, 0.107, 112, 4, 16]
[101, 0.055, 112, 4, 16]
[97, 0.188, 154, 4, 16]
[102, 0.081, 112, 4, 16]
[103, 0.087, 112, 4, 16]
[104, 0.09, 184, 4, 20]
[105, 0.058, 154, 4, 16]
[106, 0.077, 154, 4, 16]
[100, 0.286, 70, 4, 24]
[107, 0.097, 112, 4, 16]
[108, 0.103, 112, 4, 16]
[109, 0.088, 112, 4, 16]
[112, 0.055, 154, 4, 16]
[111, 0.081, 154, 4, 16]
[110, 0.126, 184, 4, 20]
[114, 0.084, 184, 4, 20]
[113, 0.235, 670, 4, 30]
[117, 0.147, 262, 4, 20]
[115, 0.277, 184, 4, 20]
[116, 0.284, 184, 4, 20]
[120, 0.043, 172, 4, 16]
[118, 0.132, 262, 4, 20]
[119, 0.102, 199, 3, 16]
[124, 0.043, 253, 4, 16]
[123, 0.071, 172, 4, 16]
[122, 0.111, 172, 4, 16]
[125, 0.06, 253, 4, 16]
[128, 0.078, 253, 4, 16]
[121, 0.232, 244, 4, 24]
[126, 0.224, 172, 4, 16]
[127, 0.195, 172, 4, 16]
[131, 0.067, 49, 3, 16]
[129, 0.178, 82, 3, 23]
[130, 0.192, 82, 3, 23]
[133, 0.074, 112, 4, 16]
[132, 0.147, 112, 4, 24]
[134, 0.093, 112, 4, 16]
[136, 0.048, 154, 4, 16]
[135, 0.08, 154, 4, 16]
[137, 0.057, 154, 4, 16]
[138, 0.06, 154, 4, 16]
[139, 0.05, 49, 3, 16]
[141, 0.054, 112, 4, 16]
[142, 0.077, 112, 4, 16]
[143, 0.09, 112, 4, 16]
[144, 0.082, 112, 4, 16]
[145, 0.048, 154, 4, 16]
[146, 0.045, 154, 4, 16]
[140, 0.195, 70, 4, 24]
[147, 0.062, 112, 4, 16]
[149, 0.057, 172, 4, 16]
[150, 0.047, 172, 4, 16]
[148, 0.083, 112, 4, 16]
[153, 0.036, 253, 4, 16]
[154, 0.051, 172, 4, 16]
[152, 0.069, 172, 4, 16]
[155, 0.044, 253, 4, 16]
[151, 0.231, 244, 4, 24]
[157, 0.439, 256, 5, 36]
[159, 0.316, 352, 5, 36]
[160, 0.354, 256, 5, 36]
[156, 0.922, 256, 5, 60]
[161, 0.572, 256, 5, 42]
[162, 0.257, 256, 5, 24]
[163, 0.196, 256, 5, 24]
[164, 0.174, 256, 5, 24]
[166, 0.113, 352, 5, 24]
[165, 0.18, 352, 5, 24]
[167, 0.143, 352, 5, 24]
[168, 0.194, 352, 5, 24]
[158, 1.429, 580, 5, 78]
[169, 0.246, 112, 4, 28]
[170, 0.185, 136, 4, 20]
[171, 0.143, 136, 4, 20]
[174, 0.21, 160, 5, 24]
[173, 0.283, 160, 5, 24]
[175, 0.251, 160, 5, 24]
[172, 0.403, 184, 5, 36]
[179, 0.1, 220, 5, 24]
[177, 0.217, 160, 5, 24]
[178, 0.219, 160, 5, 24]
[180, 0.11, 220, 5, 24]
[181, 0.187, 232, 5, 24]
[183, 0.154, 256, 5, 16]
[182, 0.181, 232, 5, 24]
[184, 0.073, 256, 5, 16]
[185, 0.086, 256, 5, 16]
[187, 0.201, 256, 5, 16]
[188, 0.213, 448, 5, 20]
[189, 0.085, 352, 5, 16]
[190, 0.063, 352, 5, 16]
[191, 0.129, 352, 5, 16]
[192, 0.127, 352, 5, 16]
[194, 0.094, 256, 5, 16]
[193, 0.229, 352, 5, 16]
[186, 0.723, 928, 5, 32]
[196, 0.094, 256, 5, 16]
[197, 0.09, 256, 5, 16]
[195, 0.218, 1024, 5, 16]
[200, 0.074, 352, 5, 16]
[198, 0.118, 256, 5, 16]
[199, 0.102, 256, 5, 16]
[201, 0.154, 352, 5, 16]
[203, 0.138, 352, 5, 16]
[202, 0.153, 352, 5, 16]
[206, 0.124, 256, 5, 16]
[176, 1.72, 952, 5, 48]
[205, 0.217, 160, 5, 24]
[207, 0.195, 256, 5, 16]
[208, 0.134, 256, 5, 16]
[211, 0.061, 352, 5, 16]
[209, 0.204, 256, 5, 16]
[213, 0.068, 352, 5, 16]
[210, 0.181, 256, 5, 16]
[204, 0.524, 1288, 5, 32]
[212, 0.127, 352, 5, 16]
[217, 0.05, 484, 5, 16]
[214, 0.13, 352, 5, 16]
[219, 0.059, 352, 5, 16]
[218, 0.144, 484, 5, 16]
[215, 0.228, 1336, 5, 28]
[221, 0.048, 496, 5, 16]
[222, 0.083, 496, 5, 16]
[220, 0.175, 1408, 5, 16]
[224, 0.069, 352, 5, 16]
[226, 0.055, 496, 5, 16]
[225, 0.101, 484, 5, 16]
[227, 0.082, 496, 5, 16]
[229, 0.129, 352, 5, 16]
[230, 0.287, 496, 5, 24]
[231, 0.063, 352, 5, 16]
[232, 0.1, 496, 5, 16]
[216, 1.24, 5314, 5, 48]
[228, 0.787, 4810, 5, 32]
[235, 0.117, 496, 5, 16]
[233, 0.262, 352, 5, 16]
[234, 0.234, 352, 5, 16]
[237, 0.12, 256, 5, 16]
[238, 0.079, 256, 5, 16]
[236, 0.192, 136, 4, 20]
[240, 0.075, 352, 5, 16]
[241, 0.065, 352, 5, 16]
[239, 0.177, 256, 5, 16]
[243, 0.13, 352, 5, 16]
[242, 0.146, 352, 5, 16]
[245, 0.08, 256, 5, 16]
[246, 0.095, 256, 5, 16]
[244, 0.204, 160, 5, 24]
[248, 0.128, 352, 5, 16]
[249, 0.116, 352, 5, 16]
[247, 0.187, 256, 5, 16]
[250, 0.097, 256, 5, 16]
[251, 0.108, 256, 5, 16]
[252, 0.111, 256, 5, 16]
[254, 0.12, 352, 5, 16]
[253, 0.142, 256, 5, 16]
[255, 0.148, 352, 5, 16]
[257, 0.068, 352, 5, 16]
[256, 0.102, 352, 5, 16]
[258, 0.102, 352, 5, 16]
[259, 0.158, 352, 5, 16]
[262, 0.053, 484, 5, 16]
[263, 0.047, 484, 5, 16]
[260, 0.28, 1336, 5, 28]
[264, 0.069, 352, 5, 16]
[265, 0.068, 352, 5, 16]
[266, 0.05, 496, 5, 16]
[268, 0.082, 352, 5, 16]
[269, 0.19, 1336, 5, 24]
[270, 0.058, 484, 5, 16]
[261, 0.697, 1888, 5, 36]
[271, 0.112, 496, 5, 16]
[273, 0.317, 1744, 5, 24]
[272, 0.467, 1288, 5, 24]
[275, 0.052, 352, 5, 16]
[276, 0.08, 352, 5, 16]
[274, 0.255, 1774, 5, 24]
[278, 0.064, 352, 5, 16]
[279, 0.05, 352, 5, 16]
[280, 0.052, 496, 5, 16]
[281, 0.037, 496, 5, 16]
[277, 0.268, 496, 5, 24]
[282, 0.063, 352, 5, 16]
[283, 0.05, 496, 5, 16]
[284, 0.182, 556, 4, 20]
[267, 1.668, 1900, 5, 40]
[286, 0.227, 1864, 5, 28]
[288, 0.976, 1960, 5, 36]
[223, 5.63, 5116, 5, 54]
[289, 0.823, 1960, 5, 36]
[290, 0.941, 1936, 5, 36]
[292, 0.453, 2662, 5, 36]
[293, 0.455, 2746, 5, 36]
[294, 0.1, 220, 5, 24]
[295, 0.079, 352, 5, 16]
[296, 0.073, 352, 5, 16]
[297, 0.061, 484, 5, 16]
[298, 0.217, 484, 5, 16]
[299, 0.12, 484, 5, 16]
[300, 0.16, 352, 5, 16]
[291, 2.351, 6724, 5, 48]
[301, 0.089, 352, 5, 16]
[302, 0.056, 484, 5, 16]
[303, 0.046, 484, 5, 16]
[287, 4.338, 4949, 4, 52]
[305, 0.048, 496, 5, 16]
[304, 0.12, 484, 5, 16]
[307, 0.064, 496, 5, 16]
[308, 0.063, 496, 5, 16]
[306, 0.21, 700, 5, 24]
[309, 0.125, 706, 5, 16]
[311, 0.101, 496, 5, 16]
[310, 0.164, 496, 5, 16]
[312, 0.075, 706, 5, 16]
[314, 0.465, 1312, 5, 24]
[285, 5.597, 5660, 5, 88]
[317, 0.416, 1804, 5, 24]
[315, 1.26, 820, 5, 36]
[316, 0.878, 2548, 5, 36]
[318, 0.521, 1312, 5, 24]
[320, 0.46, 1804, 5, 24]
[319, 0.642, 1312, 5, 24]
[322, 0.594, 1312, 5, 24]
[323, 0.586, 1312, 5, 24]
[321, 1.123, 1804, 5, 24]
[324, 0.272, 1804, 5, 24]
[325, 0.189, 160, 5, 24]
[326, 0.103, 256, 5, 16]
[327, 0.262, 160, 5, 24]
[328, 0.273, 880, 5, 24]
[329, 0.183, 616, 5, 16]
[331, 0.078, 868, 5, 16]
[332, 0.091, 856, 5, 16]
[333, 0.395, 130, 4, 38]
[334, 0.411, 100, 5, 36]
[330, 0.561, 868, 5, 24]
[337, 0.105, 232, 5, 24]
[336, 0.206, 160, 5, 24]
[338, 0.169, 220, 5, 24]
[339, 0.117, 232, 5, 24]
[335, 0.414, 100, 5, 36]
[340, 0.139, 220, 5, 24]
[342, 0.192, 868, 5, 16]
[343, 0.161, 856, 5, 16]
[341, 0.295, 616, 5, 16]
[346, 0.135, 256, 5, 16]
[344, 0.239, 142, 4, 28]
[347, 0.137, 352, 5, 16]
[345, 0.278, 160, 5, 24]
[348, 0.085, 352, 5, 16]
[349, 0.073, 352, 5, 16]
[313, 4.533, 3404, 4, 38]
[351, 0.16, 160, 5, 24]
[352, 0.2, 160, 5, 24]
[353, 0.189, 160, 5, 24]
[356, 0.057, 352, 5, 16]
[355, 0.114, 352, 5, 16]
[354, 0.27, 160, 5, 24]
[358, 0.059, 496, 5, 16]
[359, 0.06, 496, 5, 16]
[350, 0.588, 160, 5, 48]
[357, 0.272, 496, 5, 24]
[361, 0.214, 784, 5, 16]
[360, 0.263, 1120, 5, 24]
[363, 0.21, 784, 5, 16]
[362, 0.33, 784, 5, 16]
[366, 0.19, 784, 5, 16]
[367, 0.142, 1078, 5, 16]
[364, 0.531, 490, 5, 24]
[368, 0.224, 1078, 5, 16]
[369, 0.25, 160, 5, 24]
[370, 0.12, 256, 5, 16]
[365, 0.748, 1120, 5, 24]
[371, 0.197, 160, 5, 24]
[372, 0.161, 70, 3, 20]
[375, 0.105, 184, 4, 20]
[374, 0.168, 142, 4, 28]
[376, 0.171, 136, 4, 20]
[377, 0.076, 184, 4, 20]
[373, 0.39, 130, 4, 38]
[378, 0.143, 208, 4, 28]
[380, 0.136, 136, 4, 20]
[381, 0.123, 184, 4, 20]
[379, 0.227, 136, 4, 20]
[382, 0.185, 46, 3, 26]
[385, 0.163, 154, 4, 28]
[384, 0.202, 112, 4, 28]
[383, 0.368, 130, 4, 38]
[386, 0.209, 160, 4, 38]
[388, 0.313, 250, 5, 36]
[390, 0.275, 160, 5, 24]
[389, 0.301, 160, 5, 24]
[387, 0.447, 256, 5, 36]
[391, 0.179, 70, 4, 24]
[394, 0.119, 232, 5, 24]
[392, 0.219, 160, 5, 24]
[393, 0.206, 160, 5, 24]
[395, 0.191, 220, 5, 24]
[396, 0.171, 220, 5, 24]
[399, 0.11, 232, 5, 24]
[400, 0.116, 220, 5, 24]
[398, 0.244, 160, 5, 24]
[401, 0.215, 232, 5, 24]
[402, 0.211, 220, 5, 24]
[397, 0.507, 100, 5, 36]
[403, 0.357, 160, 5, 24]
[404, 0.208, 160, 5, 24]
[406, 0.406, 1042, 5, 38]
[409, 0.06, 334, 5, 24]
[407, 0.397, 1042, 5, 38]
[408, 0.552, 1414, 5, 36]
[405, 2.274, 1534, 5, 60]
[413, 0.093, 232, 5, 24]
[414, 0.112, 232, 5, 24]
[410, 2.126, 1000, 5, 40]
[415, 0.215, 274, 4, 24]
[416, 0.089, 232, 5, 24]
[417, 0.076, 334, 5, 24]
[418, 0.11, 112, 4, 16]
[419, 0.159, 256, 5, 16]
[420, 0.134, 352, 5, 16]
[412, 2.262, 1534, 5, 60]
[423, 0.055, 352, 5, 16]
[421, 0.146, 256, 5, 16]
[422, 0.091, 256, 5, 16]
[424, 0.053, 352, 5, 16]
[426, 0.143, 352, 5, 16]
[425, 0.165, 256, 5, 16]
[427, 0.164, 352, 5, 16]
[429, 0.121, 544, 5, 20]
[430, 0.104, 736, 5, 20]
[432, 0.112, 496, 5, 16]
[428, 0.266, 352, 5, 16]
[431, 0.136, 352, 5, 16]
[433, 0.083, 352, 5, 16]
[434, 0.163, 256, 5, 16]
[436, 0.137, 256, 5, 16]
[435, 0.214, 160, 5, 24]
[437, 0.114, 352, 5, 16]
[438, 0.128, 352, 5, 16]
[440, 0.111, 256, 5, 16]
[439, 0.179, 256, 5, 16]
[442, 0.111, 352, 5, 16]
[444, 0.048, 484, 5, 16]
[441, 0.217, 1336, 5, 24]
[443, 0.171, 484, 5, 16]
[446, 0.05, 496, 5, 16]
[411, 3.62, 1354, 5, 40]
[445, 0.145, 484, 5, 16]
[447, 0.154, 352, 5, 16]
[449, 0.1, 484, 5, 16]
[451, 0.061, 424, 4, 16]
[450, 0.095, 496, 5, 16]
[448, 0.235, 352, 5, 16]
[452, 0.134, 352, 5, 16]
[454, 0.106, 496, 5, 16]
[455, 0.128, 496, 5, 16]
[458, 0.068, 352, 5, 16]
[453, 0.275, 496, 5, 24]
[457, 0.241, 352, 5, 16]
[456, 0.282, 352, 5, 16]
[460, 0.153, 136, 4, 20]
[461, 0.103, 256, 5, 16]
[462, 0.087, 256, 5, 16]
[459, 0.208, 136, 4, 20]
[464, 0.056, 352, 5, 16]
[465, 0.067, 352, 5, 16]
[466, 0.082, 352, 5, 16]
[463, 0.133, 352, 5, 16]
[470, 0.118, 256, 5, 16]
[468, 0.174, 256, 5, 16]
[467, 0.247, 160, 5, 24]
[469, 0.228, 256, 5, 16]
[472, 0.082, 352, 5, 16]
[471, 0.13, 352, 5, 16]
[473, 0.07, 352, 5, 16]
[474, 0.078, 352, 5, 16]
[476, 0.156, 256, 5, 16]
[477, 0.152, 484, 5, 16]
[475, 0.198, 256, 5, 16]
[478, 0.165, 352, 5, 16]
[481, 0.075, 352, 5, 16]
[480, 0.09, 352, 5, 16]
[479, 0.165, 484, 5, 16]
[483, 0.071, 352, 5, 16]
[484, 0.064, 496, 5, 16]
[486, 0.051, 496, 5, 16]
[487, 0.054, 154, 4, 16]
[485, 0.074, 352, 5, 16]
[489, 0.054, 352, 5, 16]
[490, 0.078, 352, 5, 16]
[482, 0.306, 496, 5, 24]
[491, 0.074, 484, 5, 16]
[493, 0.227, 352, 5, 16]
[494, 0.314, 352, 5, 16]
[492, 0.523, 490, 4, 20]
[488, 0.693, 1372, 5, 30]
[497, 0.223, 580, 4, 20]
[498, 0.25, 352, 5, 16]
[496, 0.621, 484, 4, 20]
[499, 0.425, 220, 5, 24]
[500, 0.336, 688, 5, 24]
[495, 1.005, 2302, 5, 28]
[502, 0.211, 352, 5, 16]
[503, 0.251, 352, 5, 16]
[506, 0.172, 352, 5, 16]
[505, 0.262, 352, 5, 16]
[504, 0.42, 484, 5, 16]
[507, 0.098, 484, 5, 16]
[508, 0.103, 484, 5, 16]
[509, 0.104, 496, 5, 16]
[510, 0.153, 592, 4, 16]
[501, 0.977, 2302, 5, 28]
[512, 0.16, 496, 5, 16]
[513, 0.108, 496, 5, 16]
[514, 0.089, 706, 5, 16]
[517, 0.151, 484, 5, 16]
[516, 0.233, 700, 5, 24]
[518, 0.054, 484, 5, 16]
[519, 0.063, 352, 5, 16]
[515, 0.334, 496, 5, 24]
[520, 0.059, 352, 5, 16]
[521, 0.047, 484, 5, 16]
[522, 0.046, 496, 5, 16]
[524, 0.184, 484, 5, 16]
[523, 0.201, 484, 5, 16]
[526, 0.083, 496, 5, 16]
[525, 0.264, 352, 5, 16]
[527, 0.106, 496, 5, 16]
[529, 0.087, 496, 5, 16]
[530, 0.085, 706, 5, 16]
[531, 0.095, 496, 5, 16]
[532, 0.135, 706, 5, 16]
[533, 0.153, 70, 3, 20]
[534, 0.105, 70, 3, 20]
[528, 0.398, 700, 5, 24]
[537, 0.107, 136, 4, 20]
[535, 0.233, 142, 4, 28]
[538, 0.133, 136, 4, 20]
[536, 0.34, 130, 4, 38]
[539, 0.209, 208, 4, 28]
[540, 0.171, 136, 4, 20]
[541, 0.131, 136, 4, 20]
[543, 0.077, 184, 4, 20]
[542, 0.124, 184, 4, 20]
[545, 0.084, 184, 4, 20]
[546, 0.077, 262, 4, 20]
[547, 0.091, 184, 4, 20]
[548, 0.083, 262, 4, 20]
[544, 0.323, 271, 4, 38]
[550, 0.306, 256, 5, 24]
[552, 0.114, 112, 4, 16]
[551, 0.462, 352, 5, 24]
[549, 0.573, 256, 5, 40]
[554, 0.117, 352, 5, 16]
[553, 0.241, 256, 5, 16]
[555, 0.122, 352, 5, 16]
[556, 0.101, 352, 5, 16]
[557, 0.091, 352, 5, 16]
[558, 0.156, 352, 5, 16]
[559, 0.131, 496, 5, 16]
[560, 0.286, 112, 4, 28]
[561, 0.263, 112, 4, 28]
[563, 0.204, 160, 5, 24]
[562, 0.458, 184, 5, 36]
[565, 0.18, 220, 5, 24]
[564, 0.353, 160, 5, 24]
[566, 0.172, 232, 5, 24]
[568, 0.096, 256, 5, 16]
[567, 0.155, 232, 5, 24]
[569, 0.071, 352, 5, 16]
[570, 0.139, 352, 5, 16]
[571, 0.195, 256, 5, 16]
[573, 0.109, 256, 5, 16]
[572, 0.255, 160, 5, 24]
[574, 0.104, 256, 5, 16]
[575, 0.194, 256, 5, 16]
[576, 0.156, 256, 5, 16]
[577, 0.119, 352, 5, 16]
[580, 0.059, 352, 5, 16]
[581, 0.128, 424, 4, 16]
[582, 0.095, 352, 5, 16]
[583, 0.199, 484, 5, 16]
[584, 0.05, 496, 5, 16]
[585, 0.054, 352, 5, 16]
[511, 4.673, 3400, 5, 44]
[587, 0.056, 352, 5, 16]
[588, 0.085, 496, 5, 16]
[586, 0.281, 496, 5, 24]
[579, 0.914, 1900, 5, 36]
[591, 0.1, 496, 5, 16]
[589, 0.264, 352, 5, 16]
[592, 0.115, 256, 5, 16]
[590, 0.237, 352, 5, 16]
[593, 0.068, 352, 5, 16]
[594, 0.13, 352, 5, 16]
[596, 0.149, 256, 5, 16]
[597, 0.07, 352, 5, 16]
[595, 0.211, 160, 5, 24]
[578, 1.395, 1774, 5, 24]
[598, 0.104, 256, 5, 16]
[601, 0.061, 352, 5, 16]
[600, 0.139, 352, 5, 16]
[599, 0.173, 256, 5, 16]
[604, 0.061, 484, 5, 16]
[603, 0.112, 352, 5, 16]
[605, 0.06, 352, 5, 16]
[608, 0.048, 352, 5, 16]
[607, 0.059, 352, 5, 16]
[606, 0.126, 484, 5, 16]
[602, 0.252, 496, 5, 24]
[610, 0.053, 352, 5, 16]
[611, 0.056, 496, 5, 16]
[612, 0.061, 352, 5, 16]
[609, 0.258, 496, 5, 24]
[616, 0.232, 496, 5, 24]
[617, 0.054, 484, 5, 16]
[618, 0.107, 484, 5, 16]
[613, 1.002, 1936, 5, 36]
[615, 0.984, 1936, 5, 36]
[619, 0.446, 574, 4, 28]
[622, 0.198, 496, 5, 24]
[621, 0.27, 496, 5, 24]
[620, 0.387, 574, 4, 28]
[624, 0.121, 700, 5, 24]
[623, 0.205, 700, 5, 24]
[625, 0.104, 220, 5, 24]
[626, 0.056, 352, 5, 16]
[627, 0.047, 484, 5, 16]
[629, 0.059, 352, 5, 16]
[630, 0.051, 484, 5, 16]
[631, 0.044, 496, 5, 16]
[632, 0.047, 496, 5, 16]
[628, 0.163, 484, 5, 16]
[635, 0.053, 496, 5, 16]
[634, 0.115, 496, 5, 16]
[633, 0.118, 700, 5, 24]
[638, 0.069, 484, 5, 16]
[636, 0.127, 352, 5, 16]
[637, 0.166, 220, 5, 24]
[640, 0.063, 352, 5, 16]
[639, 0.143, 352, 5, 16]
[643, 0.059, 496, 5, 16]
[641, 0.117, 496, 5, 16]
[642, 0.128, 700, 5, 24]
[646, 0.396, 220, 5, 48]
[645, 0.56, 160, 5, 48]
[644, 0.657, 88, 4, 66]
[647, 0.239, 160, 5, 24]
[650, 0.084, 232, 5, 24]
[648, 0.339, 100, 5, 36]
[651, 0.22, 334, 5, 24]
[614, 3.107, 2815, 5, 72]
[652, 0.211, 334, 5, 24]
[649, 0.485, 328, 5, 36]
[655, 0.047, 496, 5, 16]
[656, 0.045, 496, 5, 16]
[653, 0.21, 334, 5, 24]
[654, 0.093, 232, 5, 24]
[657, 0.071, 352, 5, 16]
[658, 0.12, 496, 5, 16]
[661, 0.143, 616, 5, 16]
[659, 0.249, 160, 5, 24]
[660, 0.248, 352, 5, 16]
COMPLETE 662
