[0, 0.005, 10, 1, 3]
[2, 0.034, 22, 2, 9]
[1, 0.051, 22, 2, 9]
[5, 0.052, 64, 3, 12]
[3, 0.088, 31, 2, 15]
[6, 0.067, 64, 3, 12]
[4, 0.132, 70, 3, 26]
[7, 0.099, 70, 3, 20]
[10, 0.046, 88, 3, 12]
[8, 0.106, 70, 3, 20]
[9, 0.081, 85, 3, 20]
[11, 0.048, 31, 2, 15]
[13, 0.041, 64, 3, 12]
[14, 0.078, 64, 3, 12]
[16, 0.077, 85, 3, 20]
[15, 0.081, 64, 3, 12]
[12, 0.148, 46, 3, 26]
[17, 0.058, 88, 3, 12]
[18, 0.041, 64, 3, 12]
[19, 0.049, 64, 3, 12]
[21, 0.114, 82, 3, 23]
[23, 0.093, 112, 3, 23]
[22, 0.12, 82, 3, 23]
[20, 0.256, 82, 3, 37]
[25, 0.258, 136, 4, 28]
[26, 0.34, 148, 4, 38]
[24, 0.411, 142, 4, 42]
[28, 0.143, 184, 4, 28]
[29, 0.061, 49, 3, 16]
[31, 0.128, 112, 4, 16]
[30, 0.142, 70, 4, 24]
[32, 0.184, 136, 4, 20]
[27, 0.504, 364, 4, 46]
[34, 0.084, 112, 4, 16]
[37, 0.054, 154, 4, 16]
[35, 0.089, 112, 4, 16]
[36, 0.087, 184, 4, 20]
[38, 0.068, 154, 4, 16]
[39, 0.069, 49, 3, 16]
[40, 0.077, 112, 4, 16]
[41, 0.097, 112, 4, 16]
[42, 0.109, 112, 4, 16]
[43, 0.188, 136, 4, 20]
[44, 0.152, 136, 4, 20]
[46, 0.062, 154, 4, 16]
[45, 0.177, 184, 4, 20]
[47, 0.134, 154, 4, 16]
[48, 0.199, 82, 3, 23]
[50, 0.117, 136, 4, 20]
[51, 0.156, 136, 4, 20]
[49, 0.391, 130, 4, 38]
[33, 0.954, 580, 4, 40]
[52, 0.218, 136, 4, 20]
[54, 0.083, 184, 4, 20]
[55, 0.085, 184, 4, 20]
[53, 0.208, 208, 4, 28]
[56, 0.131, 136, 4, 20]
[57, 0.152, 136, 4, 20]
[59, 0.099, 184, 4, 20]
[58, 0.164, 208, 4, 28]
[60, 0.184, 196, 3, 23]
[63, 0.149, 184, 4, 20]
[64, 0.104, 184, 4, 20]
[65, 0.077, 262, 4, 20]
[61, 0.31, 670, 4, 34]
[67, 0.047, 199, 3, 16]
[69, 0.055, 172, 4, 16]
[70, 0.04, 172, 4, 16]
[66, 0.206, 262, 4, 20]
[71, 0.046, 253, 4, 16]
[72, 0.045, 253, 4, 16]
[74, 0.387, 877, 4, 28]
[62, 0.901, 949, 4, 52]
[76, 0.079, 112, 4, 16]
[75, 0.16, 112, 4, 28]
[73, 0.569, 652, 4, 28]
[79, 0.118, 82, 3, 23]
[77, 0.212, 70, 4, 24]
[80, 0.076, 112, 3, 23]
[78, 0.289, 58, 3, 37]
[81, 0.19, 58, 3, 37]
[83, 0.178, 112, 4, 28]
[82, 0.37, 124, 4, 42]
[84, 0.238, 112, 4, 28]
[85, 0.233, 112, 4, 28]
[68, 1.44, 952, 4, 48]
[86, 0.167, 112, 4, 28]
[87, 0.184, 160, 4, 38]
[90, 0.073, 112, 4, 16]
[88, 0.121, 154, 4, 28]
[89, 0.128, 154, 4, 28]
[94, 0.042, 154, 4, 16]
[92, 0.069, 112, 4, 16]
[93, 0.08, 196, 4, 20]
[91, 0.114, 112, 4, 16]
[96, 0.061, 154, 4, 16]
[95, 0.085, 184, 4, 20]
[98, 0.09, 112, 4, 16]
[99, 0.072, 49, 3, 16]
[101, 0.057, 112, 4, 16]
[97, 0.162, 154, 4, 16]
[102, 0.1, 112, 4, 16]
[105, 0.05, 154, 4, 16]
[103, 0.113, 112, 4, 16]
[100, 0.22, 70, 4, 24]
[104, 0.118, 184, 4, 20]
[106, 0.055, 154, 4, 16]
[107, 0.064, 112, 4, 16]
[109, 0.074, 112, 4, 16]
[108, 0.084, 112, 4, 16]
[111, 0.059, 154, 4, 16]
[110, 0.077, 184, 4, 20]
[112, 0.047, 154, 4, 16]
[114, 0.081, 184, 4, 20]
[113, 0.27, 670, 4, 30]
[117, 0.147, 262, 4, 20]
[116, 0.282, 184, 4, 20]
[115, 0.301, 184, 4, 20]
[120, 0.044, 172, 4, 16]
[119, 0.108, 199, 3, 16]
[118, 0.152, 262, 4, 20]
[123, 0.051, 172, 4, 16]
[122, 0.083, 172, 4, 16]
